title,author,century,text
Soneto,Juan Pérez de Montalbán,15-17,"Corre con pies de sonorosa plata,
huyendo de sí mismo, un arroyuelo,
y dando vueltas por el verde suelo,
con cintas de cristal las flores ata.

Cruza la selva, y cándido retrata
cuanto encuentra su líquido desvelo,
pisa un jazmín, y vístese de hielo,
aja una flor, y mírase escarlata

Así de Clori en líquidas querellas
bajó, como pintada mariposa,
un diluvio de lágrimas o estrellas;

tocó las flores de su cara hermosa,
y como el agua se detuvo en ellas,
unas veces fue nieve, otras rosa.

"
- XII -,Marqués de Santillana,15-17,"Timbre de amor, con el cual combate,
cativa e prende toda gente humana;
del ánimo gentil derrero mate,
e de las más fermosas soberana.

De la famosa rueda tan cercana
non fue por belleza Virginea,
nin fizo Dido, nin Dampne Penea,
de quien Ovidio grand loor esplana

Templo emicante donde la cordura
es adorada, e honesta destreza,
silla e reposo de la fermosura,

choro placiente do virtud se reza;
válgame, deesa, tu mesura,
e non me judgues contra gentileza.

"
- XXVI -,Marqués de Santillana,15-17,"Non de otra guisa el índico serpiente
teme la encantación de los egipcios
que vos temedes, señora exçellente,
cualquiera relaçión de mis servicios

Porque sabedes, presente o absente,
mis pensamientos e mis exerçiçios
son loarvos e amarvos solamente,
pospuesta cura de todos offiçios

Oídme agora, después condenadme,
si non me fallardes más leal
que los leales; e si tal, sacadme

de tan grand pena e sentid mi mal
E si denegades, acabadme:
peor es guerra que non lid campal.

"
Viendo una pieza de un leño del navío anegado,Fray Hortensio F. Paravicino y Arteaga,15-17,"¡Oh reliquia fatal de errante vaso,
vasto cadáver de uno y otro pino,
que en mucha mar preñado animó lino
y en poca tierra cerco abrevia escaso!

No en ti castigos intentó el fracaso,
que acechó entre la arena tu destino,
si en monte aquestas cosas peregrino,
selva incapaz naciste a tanto paso.

Tu patria te usurpó segur villana,
sed codiciosa te arrojó a las ondas,
siempre oprimido de la industria ajena.

Ten, pues, por puerto a aquesta playa llana,
redime a nueva inquisición tus ondas,
descansa y goza tu primera arena.

"
A don Agustín de Salazar y Torres,Francisco González de Bustos,15-17,"Si de aquel Cisne, que cantó sonoro,
unes la pluma, que dejó esparcida,
a ti, Vera, te debe cuanta vida
bebió en cristales al Castalio Coro

Goce el Orbe por ti su plectro de oro,
y España, a tu cuidado agradecida,
tu frente adorne, de laurel ceñida,
pues la enriqueces con tan gran tesoro.

Desdicha fuera de la edad futura,
que de tal alto vuelo la memoria,
envuelta en las cenizas se quedara.

Viva, y vive también, pues se asegura
contra el olvido, para nuestra gloria,
por ti una dicha, que sin ti faltara.

"
- XXV -,Marqués de Santillana,15-17,"Alégrome de ver aquella tierra,
non menos la çibdad e la morada,
sean planiçies o campos o sierra,
donde vos vi yo la primer jornada.

Mas luego vuelvo e aquesto m'atierra
pensando cuanto es infortunada
mi triste vida, porque la mi guerra
non fue de passo, mas es de morada

¿Fue visto bello o lid tan mortal
do non se viessen pazes o suffrencia,
nin adversario tanto capital

que non fuese pungido de conçiencia,
sinon vos sola sin par nin egual,
do yo non fallo punto de clemençia?

"
Soneto,Joseph de Villarroel,15-17,"Grosera Parca venenosa eriza
airado el cuello, que el rigor inflama;
y del fruto mejor, la mejor rama,
probó a violar con pálida ceniza

No a su golpe, a la luz que la eterniza
el peligro creció que el dolor clama;
pues los riesgos convoca de la llama,
pluma que al Fénix majestades riza

Goza, España, las glorias, de que ande
numen mayor propicio a tu consuelo,
que si hay Fortuna, que en acasos mande;

sólo al achaque se extendió sus celo,
porque evitar peligros de lo grande,
la atención necesita a todo un cielo.

"
- XI -,Marqués de Santillana,15-17,"Despertad con afflato doloroso,
tristes sospiros, la pesada lengua;
mío es el daño e vuestra la mengua
que yo assí viva jamás congojoso

¿Por ventura será que habré reposo
cuando recontaren mis vejaciones
aquella a quien sus crueles prisiones
ligan mis fuerzas con perno amoroso?

¿Quieres que muera o viva languiendo,
e sea oculta mi grave dolencia,
la cual me gasta e va dirruyendo,

e sus langores non han resistencia?
¿De qué temedes?, ca yo non entiendo
morir callando sea grand sçiençia

"
De su comedia El hijo del Serafín,Juan Pérez de Montalbán,15-17,"Llegué, Señor, a la divina altura
de vuestro preciosísimo costado,
donde el amor de vos enamorado
me desposó con vos por mi ventura

Joyas quisisteis dar a mi hermosura,
y un clavo de la mano me habéis dado,
que el corazón más veces me ha pasado
que gotas hay en él de sangre pura

Clavo me dais, cuando con paz dichosa
llega mi amor al Tálamo sagrado,
y clavo cuando el alma se desposa

Mas bien hacéis, discreto habéis andado
que los clavos de Dios para su esposa
los alfileres son de tu costado

"
"¡Ay, esperanza, lisonjera vana...",Francisco de Figueroa,15-17,"¡Ay, esperanza lisonjera y vana,
ministra de cuidado y de tormento,
que el más osado y loco pensamiento
haces juzgar segura empresa y llana!

Si, cual suele llevar pluma liviana,
te me ha llevado de continuo el viento,
y con daño y verguenza, me arrepiento
de haber creído en confianza humana

Déjame, que si amor y mi fortuna
te han cortado, mil veces floreciendo,
¿qué puedes prometer, seca y perdida?

Marchítanse tus flores en saliendo,
sin hacer fruto, y si le hace alguna,
es cebo dulce para amarga vida.

"
A la muerte del doctor Juan Pérez de Montalbán,Agustín Moreto y Cavana,15-17,"Este a quien con su pena Premió el hado,
siendo su gloria el verse perseguido,
por dejarle este ultraje más lucido,
la envidia le envidiaron envidiado.

A la esperanza fue (después de hallado)
flor su ingenio, y achaque de Florido,
no hubo bien el deseo amanecido,
cuando su muerte le quitó un cuidado

¡O dicha tarde hallada, y ya perdida!
¡O dolor! ¡que constancia! ¡El golpe fuerte
de la Parca cruel no dejó herida!

¡O fama si tal fue su adversa suerte,
quien en su muerte no envidió su vida,
viendo la vida que le dio la muerte!

"
A la muerte del doctor Juan Pérez de Montalbán,Licenciado Lauder,15-17,"A equivocar verdores de su Vega
se humilló un alto Monte, en quien fecundo,
admirando sus méritos el mundo,
algún premio le da, muchos le niega.

Pomposas cumbres a la valle entrega
la que quiso lograr triunfo segundo;
mas mintió su ambición, que en lo profundo
de las glorias de aquel, ella se anega

Ruinas presumen ser las osadías
de inconstante lisonja de los años,
olvidando erección de la memoria

AL MONTE VAN fatales tiranías,
y encuentran en el fin sus desengaños,
que es Vega, el Monte, y reproduce gloria.

"
- VII -,Francisco de Figueroa,15-17,"Lágrimas que salís regando el seno
por vuestra antigua exercitada vía,
seguras del temor justo que había
a vos y mis suspiros puesto el freno

Creced en río tan profundo y lleno
cuando el dolor, que el alma esconde y cría
por ver sembrada la esperanza mía
en glorioso, más áspero, terreno

Y aunque mil causas dolorosas mueven
el alma a tan amago sentimiento,
esta sola razón ha de causaros

Mas tan preciosas lágrimas no deben
perderse así, ni desparcirse al viento
tan gloriosos suspiros y tan caros

"
- XL -,Marqués de Santillana,15-17,"Si ánima alguna tú sacas de pena
por el festival don, es hoy la mía,
pescador santo, uno de la çena
de la devinal mesa e compañía

Tú convertiste la flama egehe(n)la,
en la cual grandes tiempos ha que ardía,
en mansa calma, tranquila e serena,
e mi grave langor en alegría.

Pues me trayste, Señor, donde vea
aquella que en ni(ñ)ez me conquistó,
a quien adoro, sirvo e me guerrea,

e las mis fuerças del todo sobró;
a quien deseo e non me desea,
a quien me mata, aunque suyo só.

"
"Sonetos creados entre 1586-1587 – Al pontificado de Sixto V, que pacificó toda la tierra de su jurisdicción con grandes castigos a los delincuentes, con lo cual se podía andar por los caminos y vivir en poblado",Juan de Salinas,15-17,"Si el que tiene la cruz en el zapato,
y sucede en el título y posada
del clérigo valiente, cuya espada
vengó del otro Malco el desacato,

goza del soberbísimo aparato,
que requiere la carga encomendada
por muchos años más que en la pasada
edad apacentó Silvestre el hato;

será la doncelleja que curiosa
mira con cuantas entra la romana,
recostada y temida eternamente;

y los que la campaña deleitosa
matizaban de roja sangre humana,
verán al Tiber del famoso puente

"
Soneto,Pedro Anguita y Monguia,15-17,"La Madre Augusta, el Príncipe nacido,
felicidad fatal de que adolece;
toda la eternidad que en él se acrece,
ya pensó el hado que la había vivido.

Recobrose con gozo más crecido,
y en la Real vida el susto convalece,
desengañado de que no fenece
lo eterno, aunque en un punto conseguido

O cuánto la Agustísima Mariana,
vivó de gloria en el instante sólo,
que dio una Majestad a España tierna.

Mas si armó contra sí la Parca vana,
viva, viva feliz la edad de Apolo
que no la ha de acabar, quien la hace eterna

"
Soneto,Diego Pellicer Abarca,15-17,"No el orgullo triunfante al Laurel fuera,
si no irritara el ímpetu del rayo;
ni a su tronco Real eterno Mayo
las ramas inmortales floreciera

Penetra altivo la mayor esfera,
(negado siempre el ceño del desmayo)
y aunque su pompa de su muerte ensayo,
nunca consiente, que su pompa muera.

Laurel sagrado, así bella Mariana,
a los riesgos del rayo floreciente,
Su Majestad expone Soberana.

Y a mayores impulsos de valiente,
o Laura bien, o Águila Alemana,
invencible corona su Real frente.

"
Soneto,Luis de Camoens,15-17,"El vaso reluciente y cristalino,
de ángeles agua clara y olorosa,
de blanca seda ornado y fresca rosa,
ligado con cabellos de oro fino,

bien claro parecía el don divino
labrado por la mano artificiosa
de aquella blanca ninfa, graciosa
más que el rubio lucero matutino

Nel vaso vuestro cuerpo se afigura,
rajado de los blancos miembros bellos,
y en el agua vuestra ánima pura;

la seda es la blancura, y los cabellos
son las prisiones, y la ligadura
con que mi libertad fue asida dellos

"
Soneto a Dios crucificado,San Francisco Javier,15-17,"No me mueve, mi Dios, para quererte
el cielo que me tienes prometido;
ni me mueve el infierno tan temido
para dejar por eso de ofenderte

Tú me mueves, Señor; muéveme el verte
clavado en una cruz y escarnecido;
muéveme el ver tu cuerpo tan herido;
muévenme tus afrentas y tu muerte

Muévenme , al fin, tu amor, y en tal manera
que, aunque no hubiera cielo, yo te amara,
y, aunque no hubiera infierno, te temiera

No me tienes que dar porque te quiera;
pues, aunque lo que espero no esperara,
lo mismo que te quiero te quisiera

"
A la muerte de Lope de Vega,Jerónimo González de Villanueva,15-17,"O tú que partes con seguro vuelo
a la inmortalidad que ya te aclama,
y ceñido de siempre verde rama
apuestas duraciones con el cielo

No te gima lloroso el desconsuelo,
ausencia breve tu morir se llama,
que quien muere naciendo de su fama,
triunfando vive de mortal recelo.

Si tú mismo te labras tu memoria,
y burlando la humana confianza,
eres del tiempo y de la edad victoria.

Tú sólo te merece tu alabanza,
que no está siempre en el osar la gloria,
ni en mí cede el efecto a la esperanza.

"
Soneto,Joaquín Romero de Cepeda,15-17,"Aquellos claros ojos que solían
a mi cansada vida dar reposo
con solo un bien mirar dulce, amoroso,
por quien todos mis males fenecían;

ahora de otra suerte se volvían,
con un furor airado y enojoso,
en cuya alegre vista y ver furioso
mis males todos juntos se perdían

¡Oh desleal Amor, que procuraste
que fuese sólo el ver sola mi gloria
y que de allí viniese el mayor daño!

¿Por qué no dejas libre la memoria,
pues las demás potencias me quitaste,
mostrándome tan claro el desengaño?

"
A Juan de Castellanos,Ciprián de la Cueva,15-17,"El seno más preñado y generoso
de la concha avarísima que cría
los tersos granos que Colonia envía
al último britano, al chino hermoso;

y el objeto más grato al codicioso
de fértil vena, que su aumento fía
del planeta mayor, y al claro día
hurta el vivo color rojo y fogoso,

por luna mestrua y por su hermano ardiente
se alteran en virtud de oculto genio
faltando a los pronósticos indianos:

Tú solo, sin temer nuevo accidente,
coges el fruto eterno de tu ingenio
en heroicos poemas, Castellanos

"
A una rosa antes de abrir,Jacinto Polo de Medina,15-17,"Si en verde oriente, ya luz encarnada
es de tu sol -oh flor- seña olorosa,
no crezcas hasta el día de ser rosa,
que son las horas muerte disfrazada

No más beldad aspires engañada,
que estás si creces, en llegando a hermosa,
del achaque de un día peligrosa,
de enfermedad de un sol amenazada.

Arrepentida en balde, flor vecina,
pues a tu error no sirve su experiencia,
aproveche a tu riesgo documento.

Baste ya de otras rosas la ruina,
no te prosigas, que en mortal dolencia,
ninguno de sí mismo es escarmiento.

"
Sonetos – - II -,Pedro de Quirós,15-17,"El coronado yelmo, el real escudo,
primor que admiras del cincel valiente,
de esta urna de pórfido luciente
lengua es que rompe su silencio mudo.

Sellado el mármol ocultar no pudo
tanto sol retirado al occidente;
que sus glorias la fama reverente
en bronce graba con buril agudo

Alma del tiempo es esta pira grave,
que al postrimer Afán le da reposo,
cuyo nombre en su fama apenas cabe;

su fama, que es el triunfo más glorioso
que a la inmortalidad terció la llave,
deidad, le veneró Marte dichoso

"
El ruiseñor y la rosa,Fray Jerónimo de San José,15-17,"Aquélla, la más dulce de las aves,
y ésta, la más hermosa de las flores,
esparcían blandísimos amores
en cánticos y nácares süaves

Cuando suspensa, entre cuidados graves,
un alma, que atendía a sus primores,
arrebatada a objetos superiores,
les entregó del corazón las llaves

«Si aquí -dijo- en el yermo de esta vida
tanto una rosa, un ruiseñor eleva
(¡tan grande es su belleza y su dulzura!),

¿cuál será la floreta prometida?
¡Oh dulce melodía siempre nueva!
¡Oh siempre floridísima hermosura!»

"
Al laureado ingenio del Parnaso doctor Juan Pérez de Montalbán,Juan Castro Pecellín y Barona,15-17,"O tú que peregrinas, Caminante
maravillas del mundo mira atento
este fatal heroico Monumento,
elocuente Orador, mudo elegante

Aquel Gran MONTALBÁN, aquel Atlante
del cielo del Parnaso, aquel Portento
admirarás en él, si el pensamiento
a tanta admiración fuere bastante

Aquí verás que cuenta injustamente
el mundo las edades por los Años,
habiendo de contar por las acciones;

pues muriendo en la edad más floreciente,
hoy vive, y vivirá libre de engaños,
Joven Anciano en todas las Naciones.

"
A Polixena,Agustín Tejada Páez,15-17,"De oro y crespo sutil rubia melena
a la mano revuelve Pirro airado,
y el brazo y el estoque en alto alzado,
amenaza con muerte a Polixena

Ella, más de valor que de ansia llena,
el bello rostro en lágrimas bañado,
los Dioses llama, el templo ha resonado
volviéndole los ecos a su pena

«Engañaste, le dice, si pensares
que al alma fiera de tu padre agrada
ofrenda tan mortal, tan limpio hecho

Que si víctima soy en tus altares,
tu padre matas con tu misma espada,
porque siempre vivió dentro en mi pecho »

"
Soneto,Conde del Basto,15-17,"Herida vais del Serafín, TERESA,
corred al agua cierva blanca y parda,
mas la fuente de vida, que os aguarda,
también es fuego, y de abrasar no cesa .

¿Cómo subís por la montaña espesa
del rígido Carmelo tan gallarda,
que con descalzos pies no os acobarda
del alto fin la inaccesible empresa?

Serafín cazador el dardo os tira,
para que os deje estática la punta,
y las plumas se os queden en la palma

Con razón vuestra ciencia el mundo admira,
si el seráfico fuego a Dios os junta,
y cuanto veis en él traslada el alma

"
Sonetos en su honor – El doctor Jerónimo de Virués,Cristóbal de Virués,15-17,"Un Ulises prudente, un pío Eneas,
en sus largos viajes y cuidados
de ánimos y elementos indicados
metidos en mil ásperas peleas,

hace mi hermano aquí, Lector, que veas
en un monje pobrísimo cifrados,
y con cristiana Poesía ornados
de mil hermosas galas y libreas,

y vivamente ante tus ojos pone
la maravilla vista en Monserrate
del virginal Retrato y Templo santo

El arte juzga tu con qué dispone
y guarda, y da, su altísimo quilate
al verso heroico y al heroico canto.

"
Soneto,Diego de Silva y Mendoza,15-17,"Estas lágrimas vivas que corriendo
van publicando lo que el alma calla,
son una diligencia sin pensalla
que en mi favor está el dolor haciendo

Quien llora está atreviéndose temiendo,
vencido de su pena por no dalla;
tomo el llanto a su cargo el declaralla;
nadie la dice y él la está diciendo.

Vos podréis descifrar algún suspiro
sin que yo pierda el nombre de callado;
mas palabra no oiréis de mis enojos,

pero tendré, por fuerza, cuando os miro,
remitido el deciros mi cuidado
a la lengua del agua de mis ojos

"
Soneto,Ana Vicencia de Mendoza,15-17,"Este, que acaso incierto es el cuidado,
la fe venere misterioso acierto,
sacro favor, que se vincula cierto,
al mérito feliz de imaginado.

De Madre, ¡oh Virgen!, es mayor agrado,
pues hoy de vuestro corazón advierto,
que por mostrarle al hombre descubierto
al Hijo Dios le permitís negado

Y si él es otro en vos, y no segundo,
diré que le aplicáis a la otra parte,
porque en entrambas el error le acierte.

Mas, ¡oh, infelice, cuánto ingrato mundo!
este que arbitrio fue para ganarte,
tomas para disculpa del perderte.

"
Sonetos en su honor – A Lope de Vega,Cristóbal de Virués,15-17,"Con el mismo instrumento en que solía
el pastor de Parténope famoso
hacer son tan suave y deleitoso,
que fieras, aves y hombres suspendía:

hace Lope también tal armonía
con el arco y el verso numeroso,
que mejor otra vez del espantoso
centro sacar a Eurídice podría

Ya la destreza de la suelta mano
entra la pausa, música y redobles
junta la varia voz con tal dulzura,

que es Lope como Amor dulce tirano
de entendimientos altos, de almas nobles,
que aspiran sólo a la divina altura

"
A un galán que decía mucho mal de una dama de quien estaba celoso,Jerónimo Cáncer y Velasco,15-17,"Doy que Lisi te agravia, y que no alcanza,
o Fabio, el privilegio de querida,
porque ignorantemente se te olvida,
que es mujer, cuando acusas su mudanza.

Quizá la quieres, y esta destemplanza
en tu amor la verás como corrida,
que después es vergüenza enternecida,
lo que en la ira pareció venganza

No es conveniencia publicar tu agravio,
que a todos los que ahora le refieres,
luego los temerás como enemigos.

Mira que puede ser que vuelvas, Fabio,
habla de Lisi bien, para qué quieres
en una infame paz tantos testigos

"
Soneto,Luis Enríquez de Navarra,15-17,"Hecho de amor Sagrado Mongibelo,
el pecho casto de Javier glorioso,
arde en llamas de fuego generoso,
y exhala en luces su cordial anhelo.

Rompe en el labio, el humo de su celo,
elevado a favor tan portentoso,
y con acento humilde, y fervoroso,
remite pone al celestial consuelo.

No sí a las penas, basta, les repite,
cuando las reconoce más crueles,
antes con más afectos las admite.

Su corazón, por compañeras fieles,
que aunque un, basta, sus méritos limite,
un más, le multiplica los laureles.

"
Soneto,Manuel de Mola y Córdoba,15-17,"La Reina de las Aves misteriosa
en afectos de eterna desatada,
lecho construye en palma levantada
sin temer apariencias de achacosa.

Incendios lisonjea mariposa,
de inmortal su grandeza asegurada,
pues la fragante pira imaginada
es fecunda a su ser cuna olorosa

No receles, o Fénix Alemana,
fatal desmayo en pálido accidente,
róndale su sextina, alegre, ufana.

Que de Felipe Próspero el Oriente
tu grandeza eterniza soberana,
y es gozo universal, susto aparente

"
En honor de Juan de Castellanos,Lázaro Luis Iranzo,15-17,"No debe tanto a Homero el griego bando
porque cantó sus hechos soberanos,
como a Juan Castellanos, castellanos
que los va en las estrellas colocando

Virgilio esté a sus frigios alabando,
y el docto Tito Livio a sus romanos:
que nuestro historiador con propias manos
obró con Marte lo que va cantando

Fueron igual en él pluma y espada,
en vencer y en cantar de las regiones
del español pisadas y rendidas

Y destas sus historias y blasones
la muerte quedará tan ensalzada,
que ya los vivos no estimen las vidas.

"
Soneto,Juan de la Cueva,15-17,"Trujo Felino, o alcanzó de un nido,
un pajarillo al pelechar primero,
y en una jaula de un cuadrado acero,
mandándolo Tirena, lo ha metido.

Pero cuando la madre vino, y vido
del tiernecillo hijo el fin postrero,
la cárcel quiebra, al pollo lleva entero
con una cierta hierba que ha traído

Ya que Felino de Tirena el daño
piensa enmendar, poniendo a la superba
el quebrantado acero allí delante

Mucho más le endurece; ¡ah caso extraño!
Que para quebrantar acero hay hierba,
y acero no, que un corazón quebrante.

"
A Juan de Jáuregui,Francisco Pacheco,15-17,"La muda poesía y la elocuente
pintura, a quien tal vez naturaleza
cede en la copia, admira en la belleza,
por vos, don Juan, florece altamente

Aquí al docta lira, aquí el valiente
pincel, de vuestro ingenio la grandeza
muestran, que con ufana ligereza
la fama extiende en una y otra gente

Alce la ornada frente el Betis sacro,
su tesoro llevando al mar profundo,
y de Jáuregui el nombre y la memoria;

en tanto que su ilustre simulacro
venera España, reconoce el mundo
como de nuestra edad insigne gloria

"
Soneto,Lorenzo Laso de la Vega y Cerdá,15-17,"Dorada isla de Cuba o Fernandina,
de cuyas altas cumbres eminentes
bajan a los arroyos, ríos y fuentes
el acendrado oro y plata fina

Si el dulce canto y música divina
de aquél que vio las infernales gentes,
las penas suspendió tan diferentes
y movió a compasión a Proserpina

Con cuánta más razón isla dichosa,
estáis vos dando al Orbe admiración
con este nuevo Homero y fértil yedra

Pues su dulzura os hace más famosa
que aquélla a quien la lira de Anfión
hizo los muros de ladrillo y piedra

"
A la muerte de Miguel Ángel,Francisco Pacheco,15-17,"Razón es ya que el mármol duro, helado,
que espíritu de ti recibió ardiente,
vierta lágrimas tristes, pura fuente
vuelto, de vida y honra despejado;

razón es que le color vil o preciado
que a tanta forma ministró valiente,
persuadiendo verdad en lo aparente,
sin valor muera en su primer estado;

razón es ya que el alto ilustre templo
que adornaste con sacro y real decoro,
oscuro quede del color vecino;

y que lloroso de Aganipe el coro
viva, pues no de hoy más, cual raro ejemplo
versos te oirá cantar, Ángel divino

"
Sonetos – - III -,Fray Luis de León,15-17,"Ahora con la aurora se levanta
a mi luz, ahora coge en rico ñudo
el hermoso cabello, ahora el crudo
pecho ciñe con oro la garganta

Ahora vuelta al cielo pura y santa
las manos y ojos bellos alza, y pudo
dolerse ahora de mi mal agudo;
ahora incomparable tañe y canta

Así digo, y del dulce error llevado,
presente ante mis ojos la imagino,
y lleno de humildad y amor la adoro.

Mas luego vuelve en sí el engañado
ánimo, y conociendo el desatino,
da rienda suelta largamente al lloro.

"
A la muerte del Almirante de Castilla,Jerónimo Cáncer y Velasco,15-17,"Aquel que lleno el Orbe con su aliento,
yace despojo de la muerte fiera,
y de esta helada, si legal hoguera,
es estrecha inscripción el vago viento.

No te acerques, o huésped, poco atento,
a este polvo, que el tiempo le venera,
su nombre escucharás adonde quiera,
delito es fatigar el monumento.

Triunfos incluye aquí, sordo el destino,
a quien la vista humana no se atreve,
y la fama inmortal los eterniza.

Pero ya que viniste, o peregrino,
descubre sin temor el mármol breve,
que aun le dura el agrado a la ceniza.

"
Don Francisco de Quevedo,García de Porras,15-17,"Si no sabéis, señora de Cetina,
quien es tenido el Sesentón Quevedo,
sabed que es un tritón, que huele a pedo,
y que de no comer caga canina.

De cuero le dio Góngora esclavina
con cara de ahorcado a medio Credo,
que al mismo San Antón pusiera miedo
en la Pandorga de Don Juan de Espina

Sayón de rua en Calvachín retablo,
mugre inmortal, y Semicapro eterno,
Clérigo Inglés, injerto en Cachidiablo.

El cuerpo en vino, el alma en el infierno,
y al fin para figura de Juan Pablo,
un pie de calzador, y otro de cuerno.

"
Sonetos – - I -,Gregorio de Matos,15-17,"A coronarte nubes, Castro, al cielo,
río a acabar te escondes en la tierra,
Mendoza vuelas, rayo de la guerra,
Hurtado bajas desatado el cielo;

Hurtado Río mueres en el suelo,
Mendoza brillas Astro que no yerra,
en tu curso fatal sutil se encierra
en fin sagrado dueño y otro vuelo;

Río en la mar, en el calor Hurtado,
Mendoza en aire, en ceniza Castro,
fue lamentar, compuesto se destroza;

pero espíritu todo arrebatado
nuevo te admira el Orbe, todo un Astro,
de Hurtado Castro, Río de Mendoza.

"
Soneto,Jerónimo Matías Litala,15-17,"Segunda erige en el Parnaso cumbre
segundo Coro de las Tres Hermanas,
y en voces celestiales, soberanas,
deleitan la gustosa pesadumbre,

Asistidas de Apolo y de su lumbre
alternan melodías no profanas,
y con las liras, y armonía ufanas
siguen de las Hermanas la costumbre

Cantan las seis cada una en Plectro de oro
seis Esferas moviendo a su concento,
que el Ritmo siguen músico y canoro.

Responde la otra punta en blando acento,
uno y otro se alternan dulce el Coro
pero las Tres han enfrenado el viento.

"
Sonetos en su honor – Soneto,Cristóbal de Virués,15-17,"Digo que las paredes han oídos;
no estamos bien aquí, por nuestra vida,
que en parte nos pongamos escondida
para leer estos versos escogidos.

No es negocio de burla; si sentidos
somos con esta dama, en nuestra vida
(cual ella lo es) del vulgo perseguida,
sin poder ser de nadie socorridos

Y anda el vulgo muy cuerdo y sabio y justo
en perseguir, Señor, de esta manera
la poesía y su divino gusto;

pues no es, cual él, infame lisonjera;
pues no es, cual él, amiga de lo injusto;
pues no es, cual él, para los buenos fiera.

"
A Lope de Vega,Luis Vélez de Santander,15-17,"Padre Betis, que en húmedas recovas
sobre urnas plateadas dormir sueles,
cansado de sufrir tantos bajeles,
en que el metal del sol al Indio robas:

oblíguete a salir de tus alcobas
asiéndote a algún árbol de Cibeles,
coronado de olivas y laureles,
calzado de cristal, vestido de ovas,

la lira de un pastor de Manzanares,
que fue del Tajo Vega y maravilla,
cuyo fruto tus márgenes guarnece:

si por el que te dan remotos mares,
ganaste fama al fin, éste a tu orilla
más que la plata y oro te enriquece.

"
Soneto,Antonio o Alfonso (El Viejo) Hernández,15-17,"Hermosas ninfas que en la fértil Moya,
donde Flora le dio nombre a su estancia,
gozáis de la frescura y la fragancia
que a tan discretos ánimos apoya;

aquí donde el amor pesca sin boya
y nunca sale de ella sin ganancia,
y pudiera el autor sin arrogancia
decir por lo pasado, «Aquí fue Troya»;

De aquellas verdes hojas que en rehenes
cogió aquél que de Dafne ya carece,
componiendo guirnalda variada,

ceñiréis de Silvestre ambas sienes;
pues con sus versos honra y engrandece
de vuestra amenidad la patria amada

"
A San Isidro,Nicolás Prado y Ribera,15-17,"Los campos de Madrid, Isidro santo,
agricultor labró, siendo ayudado
de Angélico favor, bien que enviado
del que al sabio Cherub le causa espanto

En éxtasis suspenso admira el canto,
casi en nueva región, del coro alado,
surcos imprimen con el corvo arado
oficiosos los Ángeles en tanto

¿Quién mereció tener tal compañía,
que hiciese el campo soberano cielo,
ni la gloria le diese tal tributo?

Isidro, que en la excelsa Monarquía
goza de sus trabajos y su celo,
sembrando aquí sus lágrimas, el fruto

"
Soneto,Pedro de Robles y Guzmán,15-17,"¡O Reina Grande, aun antes de la Cuna!
Mas que accidente opone la fiereza,
a la constante luz de su grandeza,
afectando la ley de la fortuna.

Crece dolencia grande, que importuna
a pagar solicita la fineza,
y remontando Sol en su entereza
resiste la inconstancia de la Luna

Con igualdad discorde en Regia Valla,
dos grandes a la lucha se permiten,
creciendo el uno, el otro sin aumento.

Vence Mariana, ¡o tu! porque es batalla
donde violento, y natural compiten,
es preciso, que ceda lo violento

"
Soneto,Manuel Salinas y Lizana,15-17,"Llegando a Hesperia, el puerto deseado,
el quinto Carlos, en velera armada,
portátil Corte, siempre venerada,
del espumoso reino, aun más airado.

Ninfa Pirene, el rostro alborozado,
descollando en la más cumbre empinada,
a Roma llama, a Tracia coronada,
con el Hemo, su monte celebrado.

Vuelta al Oaxes, el que a Creta baña,
y al mar le rinde su tributo undoso,
dijo también a Creta que viniera.

Venid, dice, veréis a un rey de España,
que a Roma Numa, a Tracia, un Belicoso
Marte, y a Creta Jove ser pudiera.

"
Soneto,Manuel Salinas y Lizana,15-17,"Este es aquel Vesubio celebrado,
cuyas vides con pámpanos frondosos,
lagos de néctar, vinos generosos,
llenaron de su fruto sazonado.

Centro de Baco, más que Nise amado,
entre coros de sátiros gozosos,
donde en soberbios templos majestuosos,
Venus y Alcides tanto se han honrado.

Ya en estériles llamas con espanto
a pavesas lo admira reducido
de su poder, pesando al Jove ahora

Y aun el cielo de ver destrozo tanto,
encapotado, triste y afligido,
si el llover es llorar, de pena llora.

"
Al mar en metáfora de un caballo,Francisco de la Torre Sevil,15-17,"Espumoso caballo en quien procura
ser señal, como estrella, el norte frío;
carreras se lo imponen a tu brío
y pasos se le miden a tu altura

Formidable relincho es tu voz dura;
tienes, con extendido señorío,
una torcida crin en cada río
y en cada fuerte puerto una herradura.

Haces mil caracoles de contino;
paras fiel a la calma que te enfrena
y pisas lo que abate tu camino.

Pícate espuela el aire que te llena;
el hombre te inventó silla de pino
y Dios te señaló freno de arena.

"
Soneto,Marqués del Aula,15-17,"Tú, que das vista, sol hermoso, a cuanto
ciega la fea noche; tú, que mojas
las rubias trenzas en las aguas rojas
del caudaloso y siempre ilustre Xanto;

tú, que en la vida quitas, con espanto
de Niobe arrogante, si te enojas,
y a las cavernas del infierno arrojas
al sacrílego Ticio, atado al llanto;

Al fiero Aquiles el vivir quitaste
porque ofendió tus muros, y en la arena
vertiendo el alma, diste al mundo ejemplo;

tú en este libro un templo levantaste:
advierte que merece mayor pena
quien profanare tu divino templo.

"
