title,author,century,text,etiqueta
Soneto del Triunfo parténico,Carlos Sigüenza y Góngora,15-17,sicelestesicandidasipuraetereaazucenasollucientecuandoindultandodelosorienteprivilegiaintactahermosuracomopudoborronsombraimpuraprofanarexcepcioncomoindecentevillanaespinahorrorizarardienteluznevadaaundelosdurasisombranohaysombrasiideamanchafaltanoqueriendodialuzcunaseacomooriginalcomopodiahallarseimpuroculpafeasiendoluzsombramaria,Religioso Mistico
- IX -,Juan de Arguijo,15-17,duroescolloexpuestamarinsanonoculpadahijacefeomuevepiedadreinonereoremediodolorpidiendovanocuandorompiendoairelivianovuelomuestravencedorperseograndespojomeduseoornagloriosotriunfantemanodoncellallantohermosuraenviarontiempopechofuertelastimaamoragudasflechasmarlibrabestiaduratrocandovidatemidamuertenupcialescantaresendechas,Religioso Mistico
A la acelerada muerte del doctor Juan Pérez de Montalbán,Bernardino González de Mendoza y Andía,15-17,paracaferozhumanosbandoleraningunoparecellegastardeentresombrasmiedoscualcobardehacestuheridapenetrantefieracomofuistetancrudatanseveraquienaunallaluzardehaciendoingenioplumaalardelelimitastecarreragozosaestaraspuesescarmientaoyenohuyastanvelozdetenteverasmadridpatriaostentatodoingeniosutilflorecientecelebraraccionesintentavivapesareternamente,Religioso Mistico
De San Mateo en Etiopía,Felipe Codínez,15-17,hombreemprestitobrevevidamuertecomundeudaforzosasuenofantasiamentirosamaquinavanidadessostenidaluztanprestomortalcomoencendidapolvoaltivezfarsaenganosacenizahinchadaarenarevoltosahumoaireflordesvanecidatierrainconstantebarromovedizovaporcaducomiserablevientocentellabrevefabulasonadasoplofuerzavidrioquebradizosombraserligeropensamientohombretellamanyotellamonada,Melancolico
Soneto,Juan Bautista de Mesa,15-17,simostrandoseromaagradecidaquienciudadanolibertasecuandomorirleamenazaseenemigoyaduenovidaquisofueseconocidahazanatanhonrosaimitasecoronasienesadornasehonragrandebiendebidaespanasicualdebesagradecesquientelibratantosciudadanosmuerteamenazoolvidocomotantascoronasnoleofreceshaciendolenombresoberanoscuantosolalumbraconocido,Melancolico
Al sepulcro de don Juan Pérez de Montalbán,Juan Barreto Bogado,15-17,suspendepasonopenallantoerranteperegrinoconsiderasollunaestrellascarreracursovelozdejanespantoparadossuspendenentretantomontesubesdondeteesperacadavervivoserpudieramaestromusascantollegasepulcroheroicoestilocomicoencierrasepultadoaguilaapolopompamirapompafuneraltajonilopindoparnasocelebradomuertomontalbanhoyretira,Amoroso
A fray Pedro de Padilla por su Tesoro de poesías publicado en 1587,Juan de Vergara,15-17,nomeadmiravospadillatantoadmirableingeniosoberanoniesmirnalleguevuestramanoniigualartraciavuestrocantoniprestezaquiennuevoespantoaquelllegarpiensapiensavanoestopasarmuestracursohumanopuedelotodojustocielosantoadmirameveredadnuestrahayaquienpiensedartanaltovuelollegardigavosencierradigaloestalabordivinavuestraellaoshacemilagrosacacielohonorespanagloriatierra,Religioso Mistico
Soneto,Ludovico Gonzaga,15-17,cuandoduromalmitormentotanseverorigorvereaplacarseadondesimismoretirarsepodraquienllevasisentimientofieroparricidapensamientomismismasentranasveoforjarsetantomidolorencarnizarsedimimuertemismatomaalientoentremortalesansiasagonizoafectaconcienciamismalespodermorirestoymuriendoohtristesdurisimassenalespuesmuerteyarabiaemprendomeharogaratizo,Religioso Mistico
A la muerte del doctor Juan Pérez de Montalbán,Damián Ruiz de Silva,15-17,descansamarmolmiplumaseatuscenizasdolorosapiraesemortalalientotiinspirainformenumenmicortaideapuesremontadotantaluzfebeaentreesplendorestufamagiramuertomiafectovivoallitemiravivomuertodudanoteveadescansapueshuellaufanoancianojovenglobocristalinoinalterablegloriacortesanotanpuraregiontaldestinoquienteaclamabamontalbanhumanohoyteveneremontalbandivino,Religioso Mistico
Soneto,José García de Salcedo Coronel,15-17,cefirohojasdeleitosolaurelesespirasvencedoresdespertandodormidasfloressuaveolorlesrobascodiciosodejasihurtoaspirasdichosotuslascivosprovidoserroresdondelisiostentaresplandoresvuelaagradablementelicenciosollevasifueresmiruegohumanoestossuspirosestasamorosasquejasdondeenviemipensamientopodrasrobarpurpureasrosaslabiosolorsoberanodarlemisdeseossustento,Amoroso
Eróticas – - II -,Esteban Manuel de Villegas,15-17,quienmedijeraclorialgundiatepudieraolvidartanfacilmentemientrassolterocrinhizotufrentehilosorolazosrabiamientrasblancajuventudbulliatusmejillascarminardienteentretublancoaljofarlucientesirenateescuchotemioarpiatodomemoriadespreciovinoolvidarseminoolvidarsemodomeniegueconocertequedatepuesadiosvengaotroneciosepaamartesepanoestimarseyovinopiensoverte,Amoroso
Soneto,Luis Martín de la Plaza,15-17,lidiatuavarientahermosurapidetiempoenemigoestrechacuentayanicrespocabellooroafrentanimejillasnievepuratumentidabellezamalseguravanoreparardanointentaedadojosrepresentatragediamortallumbreoscurayayanomeverasnochevientobanarinfamellantotusumbralescomparandosuyadurezatiempoefectosdesigualesmedavenganzarobatubellezatedadolorcuramitormento,Religioso Mistico
Soneto,Luis Martín de la Plaza,15-17,hoymuerteporqueyoesperabafrutoarboltiernocortasdespojoscierrasmanosebanoojosquienpagoluzsoltributocubrescielorazonlutotierradejafloresvisteabrojoslloraalbanuevoenojossolnosmuestratristerostroenjutoyomividanomuertellorovidaausencianomealegraellosverandioseternamenteayclarosojosaycabellosoroyanochemuertenegraescondevuestrosoloccidente,Religioso Mistico
Del mismo al mismo tema,Francisco Benavides Manrique,15-17,pesarenvidiarepetidagozaheroicovaronnombrefamosocuestetevivirsiforzosoimportafamaesclarecidayarecobratugloriaaborrecidatumultoprofanoenvidiososividafuistenodichosofelizereseternovidamientrasvivesgloriastedifierenmueresfinodiosatisfacescuantostufinvengarsequierenvuelvenpenarporquerenacesasinacensiempremuerentumueressiemprenaces,Religioso Mistico
Epitafio a las ruinas de Roma,Juan de Jauregui,15-17,nombreausonioligerasueltafamatiemporesonocultotemplotarpeyoquienindioocultorindiotesorosiberioceltaaquidifuntoyaceaquiresueltapiedrapolvoantiguovultonosmuestraromasepulcroincultocenizassimismaenvueltararafenixcuerpomismoquisoabrasarencendidasguerrasporquevidarenovasevuelositiemporigioanchastierrashoyestiendeellasabismosacroimperioempireocielo,Religioso Mistico
A un navío destrozado,Juan de Jauregui,15-17,estebajelinutilsecorototandespreciadoyaaguavientovioindiferentevastomovimientoprocelosomareuronotosoberbiogolfohumildepilotoricometalsiempresedientotrajominasiberoasientohabidasindiceremotoausenteyaceselvacaradoverdeornatoconservarpudieramejorpudocargastesoroasiquiensiguecodiciaavaratalvezmezquinomuereextranjeraprovinciafaltoconsuelooro,Religioso Mistico
Al jabalí que mató don Felipe Cuarto nuestro señor,Anastasio Pantaleón de Ribera,15-17,repetirregodeosdestinononobrutoferozconsejosanositeholgoorejafielalanofrancasobraespanolquitinohagaescarmientomorocochinoproximodifuntomanonarizjovensoberanoaunestajurandovellocinoinglesadonisvenganzanoasialcinoseptimoadmirasjabaliperegrinobrutomuertotemiendopuesturiesgootralanzaojoslelloraslemirasunonosifuerastuerto,Religioso Mistico
A la muerte del doctor Juan Pérez de Montalbán,Josehf de Ostabat,15-17,febomusasconstituyensonoracancionplectroardientelicoraganiperelucientecopascristalledistribuyenalientobebendolorarguyencontrafieracloroinsolentemontalbandestierragenteentrepolvodiasconcluyenlamentablescancionesleprevienenfamainmortalgloriarenacemuerteliramientrasmusasleentretienenpiramideslevantamemoriaapolollorarleretira,Religioso Mistico
A don Agustín y Salazar y Torres,Nicolás García de Londoño,15-17,ledebecelocienciasalazarnumensoberanopuesnoleexceptuoellahumanotuledaseternopreeminenciaviveaundespuesmuertotuelocuenciapuedaofenderletiempovanoporqueflorescompusoufanoalmanuevalesdasexistenciavuelajosephalastalplumatronometricasdeidadessendaszafirmontesespumapueshasilustrarmeestasedadescenocontratipresumahavivirtuingenioeternidades,Religioso Mistico
Sonetos – - I -,Rodrigo de Carvajal y Robles,15-17,nomeduelomiporquemidueloregalapenamisentidogloriaservosaborrecidopuesamandovuestrameconsuelovosrazonjustameduelocausandoosmiamorodiocrecidosiempretemortendreisalmaasidopechoaborrecenohayconsuelosiendoestoasinodeboestarquejosoyorigorvuestropensamientovossiaficionmimemoriamiamorvosrigurosopuesamandoyosiempreosdoytormentovosaborreciendomedaisgloria,Amoroso
Acto III - Escena I - Preafán,Andrés Rey de Artieda,15-17,siporquesophonisbatemandacontrascipionresuelvesmasinisasiguiendobanderadivisaanibalapretandoconsulandadisicartagodesmandacontrascipiondespuesledastalprisaapenassophonisbasuelopisaseguracuandoromademandaprometiomeesadamacasamientodiosifacecartagomelemuestrotanasperosangrientosimeescribescipionhagofaltaellamidesabrimientonimerecenipidemenorpago,Heroico
Soneto,Francisco Santos del Castillo,15-17,asisenorsentisveroprimidojaviervalorcedatormentoefigieinsensiblesentimientomostraissacrapurpuratenidotanpropiovuestrodolorhasidoosprecisadolorsangrientosegundavezosveainstrumentovoshombreredimidojavierquienpadecedudocuandoveoefectorigurosovosgolpejavierrecibesijaviervivisyaveopudoservuestrodolorpuesamorosopadececorazondondevive,Religioso Mistico
"A la majestad del rey Felipe, nuestro señor",Juan de Castellanos,15-17,columnareligioncristianacatolicafefirmesustentoaquestasmiselegiasospresentomonumentosgentecastellanavenaesterilpocomanacomosenordeisalientopodrapoquedadmitalentoservirmajestadtansoberanaestasegundapartepublicacualrealfavorestribacomocosatantoleconvienedonpobrevoluntadricaestareysoberanorecibaserquienofrececuantotiene,Religioso Mistico
Soneto,Sebastián Ordóñez Abril,15-17,sermadresolauroraaspiraverilustresucesionfallecesiendomismoesplendorengrandececunahijomadrepirafaustoachaquelucirespiraporquenobienalbordesaparececuandootravezesplendidaamanecenuevoalientootrosolrespirareinaaugustaaurorasoberanasoltangrandeorientedoradosopuestosorbesespanolesnorecelestuocasomananadesmayoslucidosauroraconvalecenanunciosotrossoles,Amoroso
A Lope de Vega cuyo nombre va en él cifrado,Carlos Boyl,15-17,lacedemoniahonrabulidesortigiaoraculosuertepreciaseatenascodrofuerteespartacleomeneslidesgranteseofamosoalcidesgreciamadretienemuertevivofamosohijolaerteestadovioeuclidesgentilrenombrecordoballanaadquiereporquehasenecahacriadocrisoslespejocienciahispanaahoramejorandoestadorecibehonormadridalegreufanavaroninsignehaengendradopuescielohadadootroretratoestassombrasvivoloenmisversossaberaltivo,Religioso Mistico
Al grande cuanto malogrado ingenio del doctor Juan,Fray Nicolás Garcés,15-17,yaceaquinoyaceantesrevivenuestraplumaelevedecimamusanuevenoemulacionolvidosiapercibevivepuesaquelfenixaquelvivealientoespiritulebebeotrofenixlopequiendebeplectrosegundolopeescribetaloseaquellavaganuestraespanagranperdidasibiensentidaquedandomontalbanfloridavegaayagostofatalguadanagolpeyacloroatrevidapudoquitarnosdoslopesvega,Amoroso
Al Duque de Béjar,Cristóbal de Mesa,15-17,gustadsenoraquestavuestravillacualbienvivebienbebeporquefaltacalorsobranievehaymejoresfrutascastillasibosqueamenomaravillacansaseociomusasnueveconsiderandovidabrevenoestalejoscortenisevillaprocuradsaludalegriavidamundonosidijesevariovulgodigadesterradmortalmelancoliasiestatristeanimohigapasatodaprosperafortuna,Amoroso
"A San Juan Bautista, al haber sido precursor6",Alonso de Salas Barbadillo,15-17,hermosaclaracelestialauroragraciasolnosanunciastecuandobellaslucescoronastecamposverdesentapizafloraaveclarodiaanunciadoracualavecamposhabitastedespuntarluztanbiencantastetuvozlesuspendeenamoracristocapitansagradaespadasabermodoguerraluciferfuriosoarrojadopuesmostrandotuesfuerzovalentiasiendoreconocidotierraquedastecomoespiadegollado,Religioso Mistico
Soneto,Felipe II,15-17,muerteefectopoderosofirmeprocedermalentendidoamadamitridatesvencidotemidapompeyovictoriosomuerteantidotodudosovenenomiserorendidopropiasdesdichassacudidolibraeternosuenoreposopuertodondenavecombatidapiensatenerpropiciaacogidasanamalcontrariofuertebiennoestimartalsuertetodovalenuestravidaporquetienenecesariamuerte,Religioso Mistico
A la muerte del doctor Juan Pérez de Montalbán,Joseph Antonio Ávila,15-17,estelustrosbrevesprefieretantoestudioleapercibemuertogloriasaciertovivevivolucesingeniomuerepimpolloquiensiairadonotohierehojastantasverdorescribealmendromarcolecultivenohayflorairadodeshojarnoespereenvidiapechoardientebrotevenenovilentrecongojasapagarsedardoresvivirapesareternamentecomopimpollofrutohojascomoalmendroambarflores,Amoroso
A la muerte del doctor Juan Pérez de Montalbán,Gaspar Fuensalida,15-17,diofinpazultimocuidadomontalbannipremiadoniquejosonomorirhoytranceanimosoyaquedofilomuertehonradoquietudcandortempladohorrorembozocautelososinodejaronesgrimirociosogozopeligrosenvidiadovalorpiedrareducidovirtudaumentaescondidaesplendoracogeolvidonohamenesterurnalucidanicolosovanocrecidosabiodescansavida,Melancolico
Soneto,Diego Ramírez Pagan,15-17,ojosbellosamorosafrentebrazosmanospiesclarovisomehanhechomimismodivisotodosingularotragentecrespadoscabellosoroardientecuerdoresonardulcerisotierrahacersoliaparaisoyapocopolvonosienteyodolordesdenadovivooscuraslumbreametantocomoremosbarcomaresquivofenezcaaquimienamoradocantosecavenaingeniovivocitaramiavueltallanto,Religioso Mistico
"A Alonso Pérez de Montalbán, en la muerte del doctor Juan Pérez de Montalbán, su hijo",Antonia Jacinta Barreda,15-17,nocubrarostrovenerableancianodiluviolagrimasviertesserantulastimadosmuertesenternezcanpechotiranoyanoteobligasentimientohumanositantoextremoprodigiosoadviertesporquellorandomundomilsuertestullantosuplecielosoberanoaynoconsuelosuficientedolorteoprimetanprolijopiedadmialecuadreporquelloremundoamargamentenohayquienpadrellorecomohijoniquienhijollorecomopadre,Religioso Mistico
Soneto,Francisco de Terrazas,15-17,aybasasmarfilvivoedificioobradoartificecielocolumnasalabastrosuelonosdaisbiensupremoclaroindiciohermososcapitelesartificioarcoaunmimeponeceloaltardondetiranodiosmozuelohicierasimismosacrificioaypuertagloriacupidoguardaflorestimadacuantasmundosonnihansidosepamoshastacuandoestaiscerradacristalinocielodefendidoquienjamasgustofrutavedada,Religioso Mistico
La constancia,Juan de Arguijo,15-17,soberbiasolasresuelvamarconmovidacimientosgimatierracontrariosvientostalencumbrerobustaselvaciegaconfusionenvuelvadiscordiamortalelementosnuevassenalesportentosmaquinaestrelladadisuelvanodesfalleceniveoprimidovaronjustoanimoconstantemalcomoajenoconsideramayoradversidadsufridoairadasuerteigualsemblantemiraseguroalentadoespera,Amoroso
Soneto,Gregorio Silvestre,15-17,mortaleshabeisvistomayorcosasiendomuertemehetornadovidaasperacrueldesabridamehehechoblandadulceamorosayamecodiciantodoshermosaquieneraaborrecidasoyalegrecararecibidasuertedeseadaventurosasabeismaneramortalveloalmasantadesateaquellaquieneravivirdulceagradablemuriodonamariasubiocieloquedohechovivirmuerteellaalegrevidayodulceafable,Melancolico
Contra las esperanzas,Francisco Manuel de Melo,15-17,mellevasteisesperanzagraciasmadrugarescarmientopequenoestragosolorendimientonocostosangreconfianzaaveriguadprimerotemplanzamideseofacilsedientopresumireisdespuesvencimientoantesnoblasoneismudanzacuantonosucedionosucedidoalmacreiasiesperabaceremoniacasohizodiastenednotriunfasteismiolvidovencerosyosolobastabasinovolvamosfantasias,Amoroso
A la muerte de Lope de Vega,Pedro Mesía de Tovar,15-17,yaparnasomontegenerosonotanfertiltributomundoofrecedeidadesturbaenternecemirarausentehijogloriosohermosavegafrutonumerosomarchitoyaceceresenmudeceversisiembrafloryaflornocrecesoloreinabrazosreposofelicesolotufamatodatrompalimitadoalientolopelopetunombretantagloriapocavoztodoorbetellamaestrechapiraambitovientoviveeternovivetumemoria,Religioso Mistico
Vencimiento de ausencia,Francisco Manuel de Melo,15-17,dilatandosevaesosllanosverdesmontesclarosrioslargosserdesviosaltosotrossertiranosagoraastrossoberanoscumplenobstinacionmisdesvarioscualsifuesentambienalbedriossujetosfuriasmanostuestrellacelestialsubidaastrosvencerasriosmontesvengandolemisojosviolencialuzgozarafealmavidamiedosuertesolhorizontespagaamorcreditoausencia,Religioso Mistico
Soneto,Gregorio Silvestre,15-17,decidtrataisagriculturaestevalleumbrosodesabridofrutodeleitehabeistenidonoostorneluegoamarguragustoregalodulzuraespinasgranohabeiscogidonosalganubladorevenidosilotristesepulturamalterrenomalasementerapuedesegarsinosospechadisgustoconfusionremordimientoalmasienteyaeracomohaabaratarcosechaagostosecoeternaltormento,Melancolico
A la mudanza de la fortuna,Juan de Arguijo,15-17,yovirojosolluzserenaturbarsepuntodesparecealegrefaztornooscurececielotinieblahorrorllenaaustroprocelosoairadosuenacrecefuriatormentacrecehombroseatlanteestremecealtoolimpoespantotruenaluegovirompersenegrovelodeshechoagualuzprimerarestituirsealegreclarodianuevoesplendorornadocielomiredijequiensabesileesperaigualmudanzafortunamia,Amoroso
Soneto,Cristóbal de León,15-17,griegovemoshoylanzafieratroyanofamaabiertasonorosamusadespiertaaquellopasoentonceseradestosagoranuncasupieracosaconocieramosciertasiplumahomerofueramuertamantuanonovivieraobligadosunoromanosobligadosotroargivosobliguensetambiencastellanosvaronesindiasaltivospuesversosdulcesgalanoshonranmuchomuertosvivos,Heroico
A una dama que despabiló una vela con los dedos,Francisco de Terrazas,15-17,algunpeligroescarmentadosueletemerlequienignoraesotemifuegovossenoracuandovuestrosdedostocadovistetemortanexcusadodanoosharavelaagorasinoosofendevivomimoracomoospodraofenderluegopintadoprodigiomidanodiosmeguardeverpabilofuegoconsumidoacudirleremediovostantardesenalnoesperarsersocorridomiserofuegovozardehastaestecenizaconvertido,Religioso Mistico
Soneto,Diego Ramírez Pagan,15-17,trasaradovacasporfiamanoestabarefirmadaarabafilismadrugadaorillaebrodespuntardiavientocabellosesparciacervizaljofarrodeadatanblancatanrubiacoloradasolpresencianoluciaovejascasorepastabavandaliopasarviodoncellatantovistaenamoradijovozmonteresonabanuncavidealdeanatantobellanibellajamasvitanlabradora,Amoroso
A San Juan Bautista,Alonso de Salas Barbadillo,15-17,cumbresantidadmontesagradocielonosensenaencaminatansenaladosantidaddivinapropiodiosvossenaladoindiceaquellibrocelebradoverdadvirtudinclinamanocorristecortinasumodioscubiertodisfrazadolemostraisvaronfamosopueblodespuestiranamentehasersangrecarniceroencogedvuestrodedomilagrosoadvertirmostrarleaquestagentemostrarloboscordero,Religioso Mistico
Al retrato del rey don Sebastián,Jerónimo de Vahía,15-17,enigmahombrescoronadoesperanzavivesescondidoeresaqueljuzgoperdidoeresaquelvivesignoradosirveamordartepintadosivivesalmasesculpidosiyamuchoshasvenidocomotantoseresesperadoafectoamorosotuvenidaesperanmuchosmejorarsuerteotrosfundantufintupartidadiverdadconfusiontanfuertedesenganaaquellostuvidadesmienteotrostumuerte,Religioso Mistico
Soneto,Cristóbal de Mesa,15-17,alabavidacortenogocebiencamposolitarioambiciosopensamientovarionuncaseparegirfirmenortedespachoscartasgranportedesesperadoespereordinarioandesecretariosecretariodandovariosnegociosvariocorteprocureserprivadoprivadoadulediversaspretensionestodosgozangobiernoafanesabercosasestadollavesdoradasbastonestenganmalveranomalinvierno,Amoroso
A Joseph de Villaviviosa,Juan de Hinojedo Xarava,15-17,sifamaeternizahumanosvuelomejorsuyovosempleapuesalasgentemosqueasubishastaastrossoberanossusurrosmoscassonufanosgritostrompaletalpeleasiemprevuestronombreseagigantesujetostanenanosnotemayamoscafierooctubreninieveescarchafuriaesquivarigurosoerizadoinviernopueslargavidayaledescubreellareconocidamientrasvivahacerprometevuestronombreeterno,Amoroso
"A Francisco Cascales, cuyo nombre va en el cifrado",Carlos Boyl,15-17,famosonombrecordoballanarecibeporquesenecahacriadoapuleyoafricahaensalzadonotrazasoberanacatonsabionacionromanainmensagloriacienciahadadosinonhumildepatriahalevantadocrisipoestablecioleytebanahomerogreciapusogranaltezacartagocresonennoblecidaapolodelfosdiodichosasuertesiestascabervemostalgrandezacuantarazonengrandecidasercartagenasabiafuertecielosporqueaciertepoetainfluyenartecienciasoloalabeexcelencia,Amoroso
A la curiosa y celebrada casa de don Juan de Espin,Anastasio Pantaleón de Ribera,15-17,curiosoperegrinotedeseaestecultoedificiohermosuracuyaargumentadaarquitecturafelizartemejoroideaasiatenciontelisonjeafamadespuesvenerarafuturabroncesfirmeporfidosseguraseaadmiracionenvidiaseatesororicocuriosoduenocuantoestudionaturalezacuantoobroimitandoartificeingeniosoadmiracioncortodesempenoperegrinosiobjetotanhermosoextasisteniegasespanto,Religioso Mistico
Acto II - Escena II - Marcilla,Andrés Rey de Artieda,15-17,cesardespuescabezamirareyegiptolemandopresenteencubrirvalortanevidentesegunescritoestallorasuspiraanibalcuandoyaleretirafortunafaltaellasienterieseentreafligidatristegentesoloencubrirlesgranirasucedepuescadacualprocurapasionciertodesviovistaencubrirclaraoscuraasisiestavezyocantoriohagoloserestaseguramaneraencubrirdolormio,Amoroso
A un almendro plantado junto a un moral,Anastasio Pantaleón de Ribera,15-17,tupompayafloresvanaperdisteplantasazonmaduradondetujuventudtequitoduracuantoverdorteacelerotempranasiinclemenciacierzoscananoteavisodanohermosuraesteriltroncoestesruinaoscurainfameacerosegurvillanaprovidomiedoleydeseatenleyatuprevenirvecesmalesniofendeniembarazaesteantiguomoraltuejemploseainjuriatemiendopadecestumismopeligroamenaza,Religioso Mistico
A la edad del año,Juan de Jauregui,15-17,verdesramasfrescasfloresvistiotierraninezinfantevirgensenovivazsemblanteornomilguirnaldascoloresjovendespuesplacidosamoresgozandocieloamadorconstanteentranascomotiernaamantesuspirosvezlanzovaporesmilfrutossazonvientreabiertoluegoprodujopurovientoufanabrocafazmostrandorudahoyarrugadovejezyertorostrovemosnievescanatodoedaddescomponemuda,Amoroso
Condena al fabricar soberbios palacios,Juan de Jauregui,15-17,aycuanpocosirvearroganteedificiosoberbioempinapilastrastenarofinamarmolpiedracolorcambiantepuescuantosuelolevantemaquinaexcelsacieloconvecinatantocercaatienderuinatantocercarayotonanteconsumirajaspestesoroconsumidospropiasuerteellosseranterminosligeroventuraentrealabastrosoroaltocapitelveramuertepobredesnudosucesorprimero,Melancolico
Al lector,Juan Ciberio de Vera,15-17,valorcastellanoshatriunfadotodasindomitasnacionescualesquierhonrosasocasioneslanzasatisfizocuidadocastellanosquienhacantadoproezasusofriccionesporquefloresguarnicionessalierontelabrocadoansilectorvereispurasustanciaverdadescosastanextranasningunamerecemaloidopuesdemasestiloeleganciasonobrassongrandezassonhazanasindignascarcelolvido,Amoroso
A la muerte de Lope de Vega,Joseph Salinas y Enríquez,15-17,vuelacisneespanolmejornidoeternaregiontefijaestrellaalberguemudatufamahuellaprecisasinjuriasolvidomejorarnomoriroprimidorarobultoheladapirasellafeliceruinapuesellafirmepadrontufamatehaerigidosolagloriaadquierehombresabiomorirnoadquirioestagloriaposteridadfundosuertemueretupuesparezcaagravioverteinmortalmemoriaserafestivollantotumuerte,Religioso Mistico
Soneto,Luis Martín de la Plaza,15-17,sisolponeyomuertellegoquiendetenerlovivirpudieradetendoradoapolocarroesperasolnonuestroruegoohtusenoraquienvivociegoalzaclarosojosesferadilesolparecarreranoleprestarasluzfuegosolomirartuhermosurapararacaballosadmiradonovendranochemimuerteaytristemiquienmeaseguraverexcedesafrentadonolesriendahuyanoverte,Religioso Mistico
Soneto,Luis Martín de la Plaza,15-17,temesmorirprocurahombretuafectovidatanajenapropiosbienesmalesllenatanbienguardadacuantomalseguramuertefintuprisionoscuraquiengozaraspazserenaaquellavidadondenopenasinogloriasiempreduramuertehorrendanoteespantetubiensolicitapuesintentavivasinmortaldespuesmuertodimenoseraloconavegantequierequedartormentanollegadescansarpuerto,Religioso Mistico
A la ingratitud de un criado a quien di mucha rent,Jerónimo de Barrionuevo,15-17,vinamiayomismotehecriadoplantandovidespodandofloresabriltusverdoresdiesesenvidiafloridopradomarmolalabastrotehecercadolibrandotetodosrigoresasipasajerosrobadorescomogolosinaganadotierratemullipodesarmientosdejandoteguiasprovechoporquellevasesfrutosopimosdesvanecistetodosmisintentosnopudehacerhechocuandolabruscosvuelvesracimosohlindosparecentusesquilmosmalacepatodomalopuesnovalesarmientopalo,Melancolico
Eróticas – - III -,Esteban Manuel de Villegas,15-17,trasrosadosmilydahermosarindioamortuslabioscoralessidignosnoservicialesmerecieronlograrsuerteamorosaquienlesconcedioedadbriosavibrarcentellasllamaigualestiempohicierondesgajarcristalescoralcoralrosarosatalsuavidadesteempleogustoapenashizobreveausenciacuandolydavolviovozsucintadijodulcebienmideseositalgustonosdatuprimaesenciaglorianodaraesenciaquinta,Amoroso
Soneto,Luis Martín de la Plaza,15-17,cubiertoestabasolnegroveloluchabavientomarhinchadohuecospenascosquebrantadoblancaespumasalpicabacieloroncotruenoamenazabasuelotocabarayomontelevantadopardasnubesgranizoheladocampocobijabanhieloluegoclaraluzmostraronbellosojoscontentoadoroquienalbaenvidiacolorescalmomarcallovientoausentarontruenospintosolnubesorovistiosecampoolorosasflores,Amoroso
Soneto,Juan Bautista de Mesa,15-17,cansadosufrirmisufrimientomuertadesdenesmiesperanzaciertomimalnohabramudanzaroncoesparcirquejasvientollamemuertemorircontentositantobiendesdichadoalcanzaaunmorirnotieneconfianzasoloseraliviotormentomitristeestadocondolidallegomuerteyolleguemuerteestorbomelagustomorirmeporqueestesustentevidaohnuncavistadesdichadasuertequierovengayoimpedirme,Melancolico
Soneto,Bartolomé Sánchez,15-17,graciaquieranveravisosilvestregalancortesanovenganpuertoprincipecristianogozarannuevoparaisonuestrofragilvidrioquebradizoveraejemplorarosoberanoprisionbuenaltamiranoquienelladiosregalarquisograciasbuensilvestrebalboatandulceestilonosdeclaraaquestesantoobispopacienciabienmerecehoyeternaloagenerosoobispotiaratienemundomayorpotencia,Religioso Mistico
- X -,Juan de Arguijo,15-17,pequenaluzsestoponepuertoojosatrevidorompeleandromarembravecidointentosfuroroponecuidandolemuerteabonegrandeamorofrececonocidopeligroondasyavencidoamansallasvanodisponeondasdijomuriendosiconsientevuestrofurortristeamanteruegosedratomidolorpiadosasfrenarcursovelozcorrientemostraosbenignassolomientrasllegocuandovuelvameanegadfuriosas,Melancolico
Soneto,Joseph Bruton y Mójica,15-17,quienmuereallidetenteescuchamiranovesgrandolorotravezhuertocadavertroncohorrorcubiertootrotroncosufriralmarespiracruzheroealientoinspiragranjaviermidepieinciertoindiosuelocongojadomuertotierraaireaguafuegoadmirasudajaviertodoalmapadeciendosudecristocuerpopenaagudacuerpoalmaestaamormuriendocuerpoverdadmuerendudacomoalmagimefalleciendocuerpoallacruzsangretrasuda,Heroico
Al peregrino,Camila Lucinda,15-17,mientrasdulceepitalamiotiemplolirahumildetucantoindinagozatunisecelestialdivinaperegrinoamorunicoejemplosicentronisetuardorcontemploesferahermosuraperegrinacuelgabordonsombreroesclavinasagradasarastutemplopontabladicuandomellamallegoesferalopedivinosversosllegotambienhastafamaaquidiofinamormiscaminoslopehistoriadosnosllamamundosujetoperegrinos,Religioso Mistico
- XXV -,Juan de Arguijo,15-17,sepulcroilustregriegohonrocenizassigeomejorcariaricomausoleoalejandroparoexclamoluegoohgloriagreciaclarofuegocuyallamanieblasleteonobastanencubrirnitrofeorobarpodrajamasolvidociegotidichosojovenguardocieloporqueeternotunombremundofueragrandehomerodivinahistoriasiaquellaplumaaltovuelofaltaramismotumulocubrieratumortalsuertetuinmortalmemoria,Religioso Mistico
- XXXIX -,Juan de Arguijo,15-17,tunochegloriaornamentoerrantelunaoyesmisquerellasvosotrasclarisimasestrellaslucientehonoraltofirmamentopueshansubidoallamilamentosonmifuegocentellassientavuestrapiedadohlucesbellassimerecemiamorosointentoestodiciendodejapatriomurodesdichadopiramoninocorresepulcrodondetisbeesperapronosticoinfelizpresagioduroinfaustasbodassiordenodestinotumulotalamoescogiera,Religioso Mistico
